donor	method	state	gene	fields	eligible	called	correct	allele_matches	stratum	family
NA20806	T1K	complete	A	2	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	B	2	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	C	2	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	DPA1	2	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	DPB1	2	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	DQA1	2	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	DQB1	2	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	DRB1	2	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	A	4	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	B	4	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	C	4	1	1	0	1	EUR	NA20806
NA20806	T1K	complete	DPA1	4	1	1	0	1	EUR	NA20806
NA20806	T1K	complete	DPB1	4	1	1	0	1	EUR	NA20806
NA20806	T1K	complete	DQA1	4	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	DQB1	4	1	1	1	2	EUR	NA20806
NA20806	T1K	complete	DRB1	4	1	1	0	0	EUR	NA20806
NA20806	ipd_genome	complete	A	2	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	B	2	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	C	2	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	A	4	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	B	4	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	C	4	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	DPA1	4	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	DPB1	4	1	1	0	1	EUR	NA20806
NA20806	ipd_genome	complete	DQA1	4	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	NA20806
NA20806	ipd_genome	complete	DRB1	4	1	1	0	0	EUR	NA20806
NA20806	all	complete	A	2	1	1	1	2	EUR	NA20806
NA20806	all	complete	B	2	1	1	1	2	EUR	NA20806
NA20806	all	complete	C	2	1	1	1	2	EUR	NA20806
NA20806	all	complete	DPA1	2	1	1	1	2	EUR	NA20806
NA20806	all	complete	DPB1	2	1	1	1	2	EUR	NA20806
NA20806	all	complete	DQA1	2	1	1	1	2	EUR	NA20806
NA20806	all	complete	DQB1	2	1	1	1	2	EUR	NA20806
NA20806	all	complete	DRB1	2	1	1	1	2	EUR	NA20806
NA20806	all	complete	A	4	1	1	1	2	EUR	NA20806
NA20806	all	complete	B	4	1	1	1	2	EUR	NA20806
NA20806	all	complete	C	4	1	1	1	2	EUR	NA20806
NA20806	all	complete	DPA1	4	1	1	1	2	EUR	NA20806
NA20806	all	complete	DPB1	4	1	1	0	1	EUR	NA20806
NA20806	all	complete	DQA1	4	1	1	1	2	EUR	NA20806
NA20806	all	complete	DQB1	4	1	1	1	2	EUR	NA20806
NA20806	all	complete	DRB1	4	1	1	0	0	EUR	NA20806
HG00321	T1K	complete	A	2	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	B	2	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	C	2	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	DPA1	2	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	DPB1	2	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	DQA1	2	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	DQB1	2	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	DRB1	2	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	A	4	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	B	4	1	1	0	1	EUR	HG00321
HG00321	T1K	complete	C	4	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	DPA1	4	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	DPB1	4	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	DQA1	4	1	1	0	1	EUR	HG00321
HG00321	T1K	complete	DQB1	4	1	1	1	2	EUR	HG00321
HG00321	T1K	complete	DRB1	4	0	0	0	0	EUR	HG00321
HG00321	ipd_genome	complete	A	2	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	B	2	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	C	2	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	A	4	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	B	4	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	C	4	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	DPA1	4	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	DQA1	4	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	HG00321
HG00321	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	HG00321
HG00321	all	complete	A	2	1	1	1	2	EUR	HG00321
HG00321	all	complete	B	2	1	1	1	2	EUR	HG00321
HG00321	all	complete	C	2	1	1	1	2	EUR	HG00321
HG00321	all	complete	DPA1	2	1	1	1	2	EUR	HG00321
HG00321	all	complete	DPB1	2	1	1	1	2	EUR	HG00321
HG00321	all	complete	DQA1	2	1	1	1	2	EUR	HG00321
HG00321	all	complete	DQB1	2	1	1	1	2	EUR	HG00321
HG00321	all	complete	DRB1	2	1	1	1	2	EUR	HG00321
HG00321	all	complete	A	4	1	1	1	2	EUR	HG00321
HG00321	all	complete	B	4	1	1	1	2	EUR	HG00321
HG00321	all	complete	C	4	1	1	1	2	EUR	HG00321
HG00321	all	complete	DPA1	4	1	1	1	2	EUR	HG00321
HG00321	all	complete	DPB1	4	1	1	1	2	EUR	HG00321
HG00321	all	complete	DQA1	4	1	1	1	2	EUR	HG00321
HG00321	all	complete	DQB1	4	1	1	1	2	EUR	HG00321
HG00321	all	complete	DRB1	4	0	0	0	0	EUR	HG00321
HG00232	T1K	complete	A	2	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	B	2	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	C	2	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	DPA1	2	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	DPB1	2	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	DQA1	2	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	DQB1	2	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	DRB1	2	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	A	4	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	B	4	0	0	0	0	EUR	HG00232
HG00232	T1K	complete	C	4	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	DPA1	4	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	DPB1	4	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	DQA1	4	0	0	0	0	EUR	HG00232
HG00232	T1K	complete	DQB1	4	1	1	1	2	EUR	HG00232
HG00232	T1K	complete	DRB1	4	0	0	0	0	EUR	HG00232
HG00232	ipd_genome	complete	A	2	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	B	2	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	C	2	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	A	4	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	B	4	0	0	0	0	EUR	HG00232
HG00232	ipd_genome	complete	C	4	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	DPA1	4	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	DQA1	4	0	0	0	0	EUR	HG00232
HG00232	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	HG00232
HG00232	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	HG00232
HG00232	all	complete	A	2	1	1	1	2	EUR	HG00232
HG00232	all	complete	B	2	1	1	1	2	EUR	HG00232
HG00232	all	complete	C	2	1	1	1	2	EUR	HG00232
HG00232	all	complete	DPA1	2	1	1	1	2	EUR	HG00232
HG00232	all	complete	DPB1	2	1	1	1	2	EUR	HG00232
HG00232	all	complete	DQA1	2	1	1	1	2	EUR	HG00232
HG00232	all	complete	DQB1	2	1	1	1	2	EUR	HG00232
HG00232	all	complete	DRB1	2	1	1	1	2	EUR	HG00232
HG00232	all	complete	A	4	1	1	1	2	EUR	HG00232
HG00232	all	complete	B	4	0	0	0	0	EUR	HG00232
HG00232	all	complete	C	4	1	1	1	2	EUR	HG00232
HG00232	all	complete	DPA1	4	1	1	1	2	EUR	HG00232
HG00232	all	complete	DPB1	4	1	1	1	2	EUR	HG00232
HG00232	all	complete	DQA1	4	0	0	0	0	EUR	HG00232
HG00232	all	complete	DQB1	4	1	1	1	2	EUR	HG00232
HG00232	all	complete	DRB1	4	0	0	0	0	EUR	HG00232
HG01786	T1K	complete	A	2	1	1	1	2	EUR	IBS054
HG01786	T1K	complete	B	2	1	1	1	2	EUR	IBS054
HG01786	T1K	complete	C	2	1	1	1	2	EUR	IBS054
HG01786	T1K	complete	DPA1	2	1	1	1	2	EUR	IBS054
HG01786	T1K	complete	DPB1	2	1	1	1	2	EUR	IBS054
HG01786	T1K	complete	DQA1	2	1	1	0	1	EUR	IBS054
HG01786	T1K	complete	DQB1	2	1	1	1	2	EUR	IBS054
HG01786	T1K	complete	DRB1	2	1	1	1	2	EUR	IBS054
HG01786	T1K	complete	A	4	1	1	1	2	EUR	IBS054
HG01786	T1K	complete	B	4	0	0	0	0	EUR	IBS054
HG01786	T1K	complete	C	4	0	0	0	0	EUR	IBS054
HG01786	T1K	complete	DPA1	4	1	1	0	0	EUR	IBS054
HG01786	T1K	complete	DPB1	4	1	1	0	1	EUR	IBS054
HG01786	T1K	complete	DQA1	4	0	0	0	0	EUR	IBS054
HG01786	T1K	complete	DQB1	4	1	1	0	1	EUR	IBS054
HG01786	T1K	complete	DRB1	4	0	0	0	0	EUR	IBS054
HG01786	ipd_genome	complete	A	2	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	B	2	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	C	2	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	A	4	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	B	4	0	0	0	0	EUR	IBS054
HG01786	ipd_genome	complete	C	4	0	0	0	0	EUR	IBS054
HG01786	ipd_genome	complete	DPA1	4	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	DQA1	4	0	0	0	0	EUR	IBS054
HG01786	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	IBS054
HG01786	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	IBS054
HG01786	all	complete	A	2	1	1	1	2	EUR	IBS054
HG01786	all	complete	B	2	1	1	1	2	EUR	IBS054
HG01786	all	complete	C	2	1	1	1	2	EUR	IBS054
HG01786	all	complete	DPA1	2	1	1	1	2	EUR	IBS054
HG01786	all	complete	DPB1	2	1	1	1	2	EUR	IBS054
HG01786	all	complete	DQA1	2	1	1	0	1	EUR	IBS054
HG01786	all	complete	DQB1	2	1	1	1	2	EUR	IBS054
HG01786	all	complete	DRB1	2	1	1	1	2	EUR	IBS054
HG01786	all	complete	A	4	1	1	1	2	EUR	IBS054
HG01786	all	complete	B	4	0	0	0	0	EUR	IBS054
HG01786	all	complete	C	4	0	0	0	0	EUR	IBS054
HG01786	all	complete	DPA1	4	1	1	1	2	EUR	IBS054
HG01786	all	complete	DPB1	4	1	1	1	2	EUR	IBS054
HG01786	all	complete	DQA1	4	0	0	0	0	EUR	IBS054
HG01786	all	complete	DQB1	4	1	1	1	2	EUR	IBS054
HG01786	all	complete	DRB1	4	0	0	0	0	EUR	IBS054
NA20503	T1K	complete	A	2	1	1	1	2	EUR	NA20503
NA20503	T1K	complete	B	2	1	1	1	2	EUR	NA20503
NA20503	T1K	complete	C	2	1	1	1	2	EUR	NA20503
NA20503	T1K	complete	DPA1	2	1	1	1	2	EUR	NA20503
NA20503	T1K	complete	DPB1	2	1	1	1	2	EUR	NA20503
NA20503	T1K	complete	DQA1	2	1	1	1	2	EUR	NA20503
NA20503	T1K	complete	DQB1	2	1	1	1	2	EUR	NA20503
NA20503	T1K	complete	DRB1	2	1	1	1	2	EUR	NA20503
NA20503	T1K	complete	A	4	1	1	1	2	EUR	NA20503
NA20503	T1K	complete	B	4	1	1	0	0	EUR	NA20503
NA20503	T1K	complete	C	4	0	0	0	0	EUR	NA20503
NA20503	T1K	complete	DPA1	4	1	1	0	1	EUR	NA20503
NA20503	T1K	complete	DPB1	4	1	1	0	1	EUR	NA20503
NA20503	T1K	complete	DQA1	4	1	1	0	1	EUR	NA20503
NA20503	T1K	complete	DQB1	4	1	1	0	0	EUR	NA20503
NA20503	T1K	complete	DRB1	4	0	0	0	0	EUR	NA20503
NA20503	ipd_genome	complete	A	2	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	B	2	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	C	2	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	A	4	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	B	4	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	C	4	0	0	0	0	EUR	NA20503
NA20503	ipd_genome	complete	DPA1	4	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	DQA1	4	1	1	0	0	EUR	NA20503
NA20503	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	NA20503
NA20503	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	NA20503
NA20503	all	complete	A	2	1	1	1	2	EUR	NA20503
NA20503	all	complete	B	2	1	1	1	2	EUR	NA20503
NA20503	all	complete	C	2	1	1	1	2	EUR	NA20503
NA20503	all	complete	DPA1	2	1	1	1	2	EUR	NA20503
NA20503	all	complete	DPB1	2	1	1	1	2	EUR	NA20503
NA20503	all	complete	DQA1	2	1	1	1	2	EUR	NA20503
NA20503	all	complete	DQB1	2	1	1	1	2	EUR	NA20503
NA20503	all	complete	DRB1	2	1	1	1	2	EUR	NA20503
NA20503	all	complete	A	4	1	1	1	2	EUR	NA20503
NA20503	all	complete	B	4	1	1	1	2	EUR	NA20503
NA20503	all	complete	C	4	0	0	0	0	EUR	NA20503
NA20503	all	complete	DPA1	4	1	1	1	2	EUR	NA20503
NA20503	all	complete	DPB1	4	1	1	1	2	EUR	NA20503
NA20503	all	complete	DQA1	4	1	1	0	0	EUR	NA20503
NA20503	all	complete	DQB1	4	1	1	1	2	EUR	NA20503
NA20503	all	complete	DRB1	4	0	0	0	0	EUR	NA20503
HG00344	T1K	complete	A	2	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	B	2	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	C	2	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	DPA1	2	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	DPB1	2	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	DQA1	2	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	DQB1	2	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	DRB1	2	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	A	4	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	B	4	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	C	4	1	1	0	1	EUR	HG00344
HG00344	T1K	complete	DPA1	4	0	0	0	0	EUR	HG00344
HG00344	T1K	complete	DPB1	4	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	DQA1	4	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	DQB1	4	1	1	1	2	EUR	HG00344
HG00344	T1K	complete	DRB1	4	0	0	0	0	EUR	HG00344
HG00344	ipd_genome	complete	A	2	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	B	2	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	C	2	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	DPA1	2	1	1	0	1	EUR	HG00344
HG00344	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	A	4	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	B	4	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	C	4	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	DPA1	4	0	0	0	0	EUR	HG00344
HG00344	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	DQA1	4	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	HG00344
HG00344	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	HG00344
HG00344	all	complete	A	2	1	1	1	2	EUR	HG00344
HG00344	all	complete	B	2	1	1	1	2	EUR	HG00344
HG00344	all	complete	C	2	1	1	1	2	EUR	HG00344
HG00344	all	complete	DPA1	2	1	1	0	1	EUR	HG00344
HG00344	all	complete	DPB1	2	1	1	1	2	EUR	HG00344
HG00344	all	complete	DQA1	2	1	1	1	2	EUR	HG00344
HG00344	all	complete	DQB1	2	1	1	1	2	EUR	HG00344
HG00344	all	complete	DRB1	2	1	1	1	2	EUR	HG00344
HG00344	all	complete	A	4	1	1	1	2	EUR	HG00344
HG00344	all	complete	B	4	1	1	1	2	EUR	HG00344
HG00344	all	complete	C	4	1	1	1	2	EUR	HG00344
HG00344	all	complete	DPA1	4	0	0	0	0	EUR	HG00344
HG00344	all	complete	DPB1	4	1	1	1	2	EUR	HG00344
HG00344	all	complete	DQA1	4	1	1	1	2	EUR	HG00344
HG00344	all	complete	DQB1	4	1	1	1	2	EUR	HG00344
HG00344	all	complete	DRB1	4	0	0	0	0	EUR	HG00344
HG00128	T1K	complete	A	2	1	1	1	2	EUR	HG00128
HG00128	T1K	complete	B	2	1	1	1	2	EUR	HG00128
HG00128	T1K	complete	C	2	1	1	1	2	EUR	HG00128
HG00128	T1K	complete	DPA1	2	1	1	1	2	EUR	HG00128
HG00128	T1K	complete	DPB1	2	1	1	1	2	EUR	HG00128
HG00128	T1K	complete	DQA1	2	1	1	0	1	EUR	HG00128
HG00128	T1K	complete	DQB1	2	1	1	1	2	EUR	HG00128
HG00128	T1K	complete	DRB1	2	1	1	1	2	EUR	HG00128
HG00128	T1K	complete	A	4	1	1	1	2	EUR	HG00128
HG00128	T1K	complete	B	4	0	0	0	0	EUR	HG00128
HG00128	T1K	complete	C	4	1	1	1	2	EUR	HG00128
HG00128	T1K	complete	DPA1	4	0	0	0	0	EUR	HG00128
HG00128	T1K	complete	DPB1	4	1	1	1	2	EUR	HG00128
HG00128	T1K	complete	DQA1	4	1	1	0	1	EUR	HG00128
HG00128	T1K	complete	DQB1	4	1	1	0	0	EUR	HG00128
HG00128	T1K	complete	DRB1	4	0	0	0	0	EUR	HG00128
HG00128	ipd_genome	complete	A	2	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	B	2	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	C	2	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	A	4	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	B	4	0	0	0	0	EUR	HG00128
HG00128	ipd_genome	complete	C	4	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	DPA1	4	0	0	0	0	EUR	HG00128
HG00128	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	DQA1	4	1	1	0	1	EUR	HG00128
HG00128	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	HG00128
HG00128	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	HG00128
HG00128	all	complete	A	2	1	1	1	2	EUR	HG00128
HG00128	all	complete	B	2	1	1	1	2	EUR	HG00128
HG00128	all	complete	C	2	1	1	1	2	EUR	HG00128
HG00128	all	complete	DPA1	2	1	1	1	2	EUR	HG00128
HG00128	all	complete	DPB1	2	1	1	1	2	EUR	HG00128
HG00128	all	complete	DQA1	2	1	1	1	2	EUR	HG00128
HG00128	all	complete	DQB1	2	1	1	1	2	EUR	HG00128
HG00128	all	complete	DRB1	2	1	1	1	2	EUR	HG00128
HG00128	all	complete	A	4	1	1	1	2	EUR	HG00128
HG00128	all	complete	B	4	0	0	0	0	EUR	HG00128
HG00128	all	complete	C	4	1	1	1	2	EUR	HG00128
HG00128	all	complete	DPA1	4	0	0	0	0	EUR	HG00128
HG00128	all	complete	DPB1	4	1	1	1	2	EUR	HG00128
HG00128	all	complete	DQA1	4	1	1	0	1	EUR	HG00128
HG00128	all	complete	DQB1	4	1	1	1	2	EUR	HG00128
HG00128	all	complete	DRB1	4	0	0	0	0	EUR	HG00128
HG01784	T1K	complete	A	2	1	1	1	2	EUR	IBS053
HG01784	T1K	complete	B	2	1	1	1	2	EUR	IBS053
HG01784	T1K	complete	C	2	1	1	1	2	EUR	IBS053
HG01784	T1K	complete	DPA1	2	1	1	1	2	EUR	IBS053
HG01784	T1K	complete	DPB1	2	1	1	1	2	EUR	IBS053
HG01784	T1K	complete	DQA1	2	1	1	1	2	EUR	IBS053
HG01784	T1K	complete	DQB1	2	1	1	1	2	EUR	IBS053
HG01784	T1K	complete	DRB1	2	1	1	1	2	EUR	IBS053
HG01784	T1K	complete	A	4	1	1	1	2	EUR	IBS053
HG01784	T1K	complete	B	4	0	0	0	0	EUR	IBS053
HG01784	T1K	complete	C	4	1	1	0	1	EUR	IBS053
HG01784	T1K	complete	DPA1	4	0	0	0	0	EUR	IBS053
HG01784	T1K	complete	DPB1	4	1	1	0	1	EUR	IBS053
HG01784	T1K	complete	DQA1	4	0	0	0	0	EUR	IBS053
HG01784	T1K	complete	DQB1	4	1	1	0	1	EUR	IBS053
HG01784	T1K	complete	DRB1	4	0	0	0	0	EUR	IBS053
HG01784	ipd_genome	complete	A	2	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	B	2	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	C	2	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	A	4	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	B	4	0	0	0	0	EUR	IBS053
HG01784	ipd_genome	complete	C	4	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	DPA1	4	0	0	0	0	EUR	IBS053
HG01784	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	DQA1	4	0	0	0	0	EUR	IBS053
HG01784	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	IBS053
HG01784	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	IBS053
HG01784	all	complete	A	2	1	1	1	2	EUR	IBS053
HG01784	all	complete	B	2	1	1	1	2	EUR	IBS053
HG01784	all	complete	C	2	1	1	1	2	EUR	IBS053
HG01784	all	complete	DPA1	2	1	1	1	2	EUR	IBS053
HG01784	all	complete	DPB1	2	1	1	1	2	EUR	IBS053
HG01784	all	complete	DQA1	2	1	1	1	2	EUR	IBS053
HG01784	all	complete	DQB1	2	1	1	1	2	EUR	IBS053
HG01784	all	complete	DRB1	2	1	1	1	2	EUR	IBS053
HG01784	all	complete	A	4	1	1	1	2	EUR	IBS053
HG01784	all	complete	B	4	0	0	0	0	EUR	IBS053
HG01784	all	complete	C	4	1	1	1	2	EUR	IBS053
HG01784	all	complete	DPA1	4	0	0	0	0	EUR	IBS053
HG01784	all	complete	DPB1	4	1	1	1	2	EUR	IBS053
HG01784	all	complete	DQA1	4	0	0	0	0	EUR	IBS053
HG01784	all	complete	DQB1	4	1	1	1	2	EUR	IBS053
HG01784	all	complete	DRB1	4	0	0	0	0	EUR	IBS053
NA20809	T1K	complete	A	2	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	B	2	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	C	2	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	DPA1	2	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	DPB1	2	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	DQA1	2	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	DQB1	2	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	DRB1	2	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	A	4	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	B	4	0	0	0	0	EUR	NA20809
NA20809	T1K	complete	C	4	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	DPA1	4	1	1	1	2	EUR	NA20809
